
ZTFID,IAUID,RA,Dec,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,type,redshift,b,A_V
ZTF19aapeime,SN2019cxs,12:33:50.17,+77:42:44.2,587.79,r,17.7232,-17.82,22.381,6.036,16.345,SN Ia,0.02789,39.37471601,0.171
ZTF19aapemqu,SN2019cxu,13:05:30.08,-08:45:52.6,593.81,r,18.3855,-18.05,35.984,22.413,13.571,SN Iax,0.043,53.94559162,0.098
ZTF19aapfmki,SN2019deh,14:05:43.56,+09:30:56.6,586.77,g,17.387,-19.59,12.214,2.922,9.292,SN Ibn,0.05469,65.15051847,0.08
ZTF19aaozsuh,SN2019dde,14:28:12.03,-01:36:15.0,597.86,r,17.4162,-19.67,39.842,15.881,23.961,SN IIn,0.057,53.01110198,0.142
ZTF19aapnzde,SN2019dku,14:57:48.28,+34:28:41.5,596.96,g,18.2412,-19.26,24.936,10.107,14.829,SN Ia,0.07087,62.01359923,0.041
ZTF19aapocyd,SN2019dkv,16:26:46.61,+44:57:15.0,596.97,g,17.8342,-19.28,29.95,10.029,19.921,SN Ia,0.06,43.93488171,0.029
ZTF19aaprzcr,SN2019dks,11:44:05.60,-04:40:25.2,599.71,g,17.259,-19.77,21.904,8.57,13.334,SN Ia-91T,0.057,54.27735861,0.051
ZTF19aapszzy,SN2019dkx,14:52:30.09,+37:03:43.6,596.94,g,17.8757,-19.59,22.108,8.706,13.402,SN Ia,0.07,62.64859245,0.039
ZTF19aapbgmp,SN2019dgu,19:38:17.00,+51:11:07.2,593.85,r,17.9368,-20.02,30.862,12.474,18.388,SN Ia,0.08,14.00829433,0.285
ZTF19aapdkza,SN2019dfl,10:23:16.87,-13:52:45.8,592.75,r,18.4797,-19.44,>26.274,10.314,>15.96,SN Ia,0.08,35.47064067,0.242
ZTF19aapfktd,SN2019dfv,13:19:30.34,-00:59:31.9,596.73,g,18.211,-19.85,36.563,11.629,24.934,SN Ia,0.09,61.07967721,0.067
ZTF19aaphmto,SN2019cwj,16:23:56.22,+68:26:53.0,591.90,r,18.1002,-19.69,25.858,11.098,14.76,SN Ia,0.08,38.33730628,0.091
ZTF19aaptzar,SN2019dfa,09:58:59.85,+17:49:07.4,598.69,r,16.4632,-18.82,21.631,8.985,12.646,SN Ia,0.02544,49.29658387,0.092
ZTF19aapuohr,SN2019dfx,12:47:16.46,-09:41:13.6,596.73,g,17.7542,-18.56,24.583,8.97,15.613,SN Ia,0.04,53.17066074,0.096
ZTF19aaputrv,SN2019dgb,13:31:11.06,+41:46:30.5,602.76,r,18.331,-17.59,30.403,16.237,14.166,SN Ia-pec,0.03499,73.24515905,0.026
ZTF19aaptwpu,SN2019dlh,09:46:06.14,+67:12:25.0,598.74,g,18.2319,-19.57,35.655,10.07,25.585,SN Ia,0.07,41.18065881,0.316
ZTF19aaqdkrm,SN2019dod,13:25:49.97,+34:29:43.5,592.92,g,17.9757,-17.91,30.295,6.491,23.804,SN II,0.03422,79.57748181,0.032
ZTF19aaqtyku,SN2019cww,12:26:22.89,+71:33:49.1,592.76,r,16.8281,-18.23,23.433,9.361,14.072,SN Ia,0.0234,45.4273886,0.041
ZTF19aaqxosb,SN2019dok,13:46:51.76,+16:16:53.7,597.85,r,18.0449,-16.62,37.959,8.151,29.808,SN II,0.01931,73.19096216,0.072
ZTF19aaraxhh,SN2019duf,13:21:28.26,+62:52:31.1,602.78,r,17.8476,-18.47,28.837,9.478,19.359,SN Ia,0.04129,53.91328301,0.06
ZTF19aardunx,SN2019dpw,15:35:26.84,+08:23:11.4,605.88,r,17.7139,-18.75,24.29,14.033,10.257,SN Ia,0.04301,46.96877882,0.137
ZTF19aapmdwm,SN2019dhc,13:50:33.10,+35:07:50.1,602.77,r,17.7247,-17.09,>33.033,17.073,>15.96,SN II,0.021,75.05739263,0.031
ZTF19aapreis,AT2019dsg,20:57:02.96,+14:12:16.2,607.97,g,17.8466,-19.23,79.8,21.823,57.977,TDE,0.0512,-19.7344008,0.28
ZTF19aapzbjr,SN2019dvv,12:23:17.77,+19:43:23.3,633.70,r,17.9907,-17.69,81.363,26.995,54.368,SN IIn,0.0305,80.18104236,0.099
ZTF19aaqhelq,SN2019drf,11:15:10.13,+61:06:36.9,597.78,g,17.6957,-19.29,20.288,6.689,13.599,SN Ia,0.0566,52.35731438,0.027
ZTF19aaqtcmy,SN2019duu,16:13:11.27,+54:47:17.8,596.95,g,18.2994,-19.16,23.052,5.311,17.741,SN Ia,0.07,44.37877546,0.03
ZTF19aaqxcfs,SN2019drk,09:56:58.09,+45:13:44.4,600.70,g,18.1339,-19.64,24.612,8.593,16.019,SN Ia,0.08,51.03160927,0.046
ZTF19aarhxgn,SN2019dsq,10:52:23.02,+72:04:50.0,606.70,r,16.8617,-19.09,23.971,5.683,18.288,SN Ia,0.033,42.18838459,0.212
ZTF19aarfksi,SN2019duk,12:21:52.70,+12:07:03.1,605.73,g,18.3402,-19.46,25.328,11.019,14.309,SN Ia,0.0798,73.46567252,0.069
ZTF19aarifvr,SN2019ecw,13:15:46.77,+33:31:16.3,606.90,g,17.9233,-19.57,24.831,9.611,15.22,SN Ia-91T,0.071,81.72988806,0.034
ZTF19aarinmw,SN2019duh,14:57:18.06,+11:18:26.8,606.84,r,17.6847,-19.08,23.327,12.223,11.104,SN Ia,0.05,56.48991849,0.099
ZTF19aarioci,AT2019ehz,14:09:41.88,+55:29:28.0,616.76,g,18.1438,-19.46,56.405,14.984,41.421,TDE,0.074,58.30385383,0.048
ZTF19aarlefl,SN2019due,16:01:37.59,+16:26:09.5,608.79,g,16.6518,-19.85,30.816,10.838,19.978,SN Ia,0.04346,44.84551159,0.102
ZTF19aarprog,SN2019dwu,16:34:10.25,+19:38:05.2,612.92,r,17.4352,-19.56,31.901,11.99,19.911,SN Ia-91T,0.0542,38.74045892,0.162
ZTF19aartuev,SN2019dzn,13:04:25.77,-20:27:28.1,607.80,g,17.5598,-19.63,24.799,9.983,14.816,SN Ia,0.05344,42.31001984,0.295
ZTF19aarixue,SN2019edu,14:00:38.83,+15:11:36.1,606.90,g,17.864,-19.62,26.273,8.4,17.873,SN Ia,0.07,69.9707054,0.05
ZTF19aariwfe,SN2019edy,12:41:38.67,-09:09:55.8,601.74,g,18.3551,-17.73,35.171,7.766,27.405,SN II,0.03590,53.62861651,0.106
ZTF19aarmznp,SN2019dwd,10:42:54.61,+21:37:29.0,612.67,g,17.3123,-19.50,30.6,11.008,19.592,SN Ia,0.05123,60.30352572,0.063
ZTF19aartuli,SN2019dzo,12:55:37.99,-16:45:01.0,607.80,g,17.2492,-19.62,24.659,6.23,18.429,SN Ia,0.05,46.1096205,0.152
ZTF19aartylj,SN2019eef,12:39:29.65,-14:04:38.7,607.80,g,17.8509,-19.74,20.693,6.497,14.196,SN Ia,0.07,48.69243071,0.141
ZTF19aassqix,SN2019eid,20:11:43.98,+07:52:22.7,607.89,r,18.1621,-18.96,34.736,10.731,24.005,SN Ia,0.05,-13.89421461,0.524
ZTF19aasfsoi,SN2019eks,18:48:52.71,+21:21:19.1,605.94,r,17.9892,-19.18,23.896,2.728,21.168,SN Ia,0.048,10.09638967,0.686
ZTF19aatgwhs,SN2019eiy,17:40:53.83,+38:44:07.4,616.97,g,17.0234,-19.36,22.884,6.967,15.917,SN Ia,0.04102,29.71217161,0.113
ZTF19aatgxjy,SN2019ekj,16:17:30.72,+50:42:58.5,608.82,g,17.1867,-19.08,15.754,4.932,10.822,SN II,0.04,44.71579122,0.063
ZTF19aatheus,SN2019eix,18:42:42.90,+40:22:08.0,618.76,r,16.4307,-18.22,25.926,13.716,12.21,SN Ic,0.01836,18.73236045,0.192
ZTF18aaxokeg,SN2019ejo,13:01:55.30,+22:46:16.6,616.67,r,17.7061,-18.15,27.39,10.351,17.039,SN Ia,0.0336,85.03748517,0.056
ZTF19aatesgp,SN2019ehk,12:22:56.14,+15:49:34.0,606.71,r,15.8201,-15.57,18.781,1.497,17.284,SN Ib,0.0043,76.90456612,0.072
ZTF19aathcvn,SN2019eok,17:05:31.66,+12:34:06.2,616.96,g,17.29,-19.17,26.422,7.485,18.937,SN Ia,0.04,29.1117978,0.218
ZTF19aatlmbo,SN2019ein,13:53:29.11,+40:16:31.3,619.76,g,14.046,-18.61,20.563,7.726,12.837,SN Ia,0.00775,71.63288691,0.035
ZTF19aatgrxl,SN2019enu,11:14:56.58,+19:49:59.5,618.77,r,18.1028,-19.10,25.851,10.118,15.733,SN Ia,0.062,66.74964895,0.055
ZTF19aatgrxv,SN2019ens,11:29:42.60,+24:38:24.7,612.67,g,17.6961,-18.55,26.149,5.115,21.034,SN Ia,0.04,71.47124997,0.047
ZTF19aathllr,SN2019eji,17:14:26.02,+19:48:39.4,616.90,r,18.3942,-18.61,32.346,10.406,21.94,SN II,0.055,29.89794912,0.134
ZTF18acmvcme,SN2019exv,19:31:52.02,+39:11:26.4,616.93,r,17.2289,-18.92,20.551,8.176,12.375,SN Ia-91T,0.0332,9.61860244,0.44
ZTF19aatgznl,SN2019ekb,14:12:11.62,+40:05:55.0,616.76,g,18.1511,-19.20,24.769,7.913,16.856,SN Ia,0.0671,68.85324322,0.018
ZTF19aaugaam,SN2019evh,13:20:18.95,+08:10:49.4,617.69,g,17.9831,-18.77,40.081,6.206,33.875,SN II,0.05,69.8560145,0.062
ZTF19aauivtj,SN2019faq,13:28:45.38,+06:41:55.4,633.75,g,18.4556,-19.06,36.142,19.142,17,SN Ia,0.07,67.73019159,0.075
ZTF19aaujiwc,SN2019evz,14:32:30.83,+08:32:26.6,616.80,r,17.2356,-18.91,24.929,4.727,20.202,SN Ia,0.038,59.72580506,0.074
ZTF18aaqkcso,SN2019fck,13:36:13.01,+38:21:18.1,628.73,g,14.4015,-20.30,24.362,5.831,18.531,SN Ia,0.02,75.3719551,0.019
ZTF19aauhwbp,SN2019fch,12:04:01.02,+65:05:46.7,622.67,g,17.9313,-18.30,13.377,6.443,6.934,SN Ia,0.03942,51.29365937,0.062
ZTF19aaujzqh,SN2019fdc,16:01:06.63,+49:00:35.0,632.85,g,16.9354,-19.47,25.226,11.527,13.699,SN Ia,0.0426,47.66263239,0.058
ZTF19aaupkrl,SN2019fcx,15:51:23.68,+61:04:48.4,633.76,g,16.9147,-19.14,25.495,10.502,14.993,SN Ia,0.03666,44.70925812,0.041
ZTF19aauguzk,SN2019evg,10:19:02.08,+38:22:26.2,622.66,g,18.0646,-18.83,20.702,8.153,12.549,SN Ia,0.0536,56.31844034,0.048
ZTF19aauqywe,SN2019ffm,17:50:30.80,+77:29:01.8,628.89,r,18.495,-18.65,24.687,12.779,11.908,SN Ia,0.058,29.72387655,0.164
ZTF19aauxmqj,SN2019fxs,16:42:31.49,+78:56:01.6,628.95,g,18.03,-19.53,20.14,5.289,14.851,SN Ia,0.07,32.58902403,0.113
ZTF19aaugoig,SN2019evf,11:42:00.30,+26:54:52.5,628.69,g,17.8673,-18.93,25.809,14.791,11.018,SN Ia,0.0509,74.54754915,0.064
ZTF19aauhhjy,SN2019fcq,10:39:04.28,+39:58:20.1,622.66,g,18.481,-18.96,23.872,6.008,17.864,SN Ia,0.0682,59.80860131,0.065
ZTF19aaumvig,SN2019fdf,16:37:48.25,+25:47:22.1,632.83,r,17.7679,-18.95,23.975,13.616,10.359,SN Ia,0.049,39.76249611,0.095
ZTF19aauoulb,SN2019fjt,10:36:32.67,+45:16:46.6,622.66,g,17.9564,-18.94,14.805,4.238,10.567,SN Ia,0.05362,57.65684071,0.047
ZTF19aaupkev,SN2019flf,15:21:26.52,+37:27:16.5,632.85,g,18.2772,-19.76,34.499,13.642,20.857,SN Ia,0.09,56.90847696,0.045
ZTF19aaurhox,SN2019fju,16:32:03.97,+42:30:42.1,632.85,g,18.0936,-19.36,25.393,12.072,13.321,SN Ia,0.07,43.07426169,0.024
ZTF19aaurstb,SN2019gcg,18:09:44.02,+44:10:51.8,627.89,r,17.8267,-19.07,17.698,5.086,12.612,SN Ia,0.05,25.67665858,0.258
ZTF19aaurxsa,SN2019fcf,17:40:17.62,+17:41:39.0,632.82,r,18.1135,-18.82,24.397,12.394,12.003,SN Ia,0.052,23.42753257,0.192
ZTF19aavbjfp,SN2019fkl,12:27:00.88,+62:09:49.8,622.67,g,18.2539,-17.21,32.302,3.885,28.417,SN II,0.028,54.72990545,0.045
ZTF19aauvjws,SN2019fyf,12:31:57.73,+35:51:13.7,632.68,r,18.2936,-19.79,30.554,11.714,18.84,SN Ia,0.09351,80.34094162,0.027
ZTF18aaoufjt,SN2019fyi,14:21:17.23,+35:30:31.7,635.76,r,18.0116,-17.58,27.769,12.254,15.515,SN Ia,0.0298,69.12460983,0.05
ZTF19aavoweu,SN2019gqd,16:28:50.13,+39:50:03.6,647.76,r,18.3404,-17.65,22.085,14.912,7.173,SN Ic,0.0359,43.66312957,0.036
ZTF19aavhypb,SN2019fyj,14:38:33.99,+50:05:14.0,635.73,g,17.805,-19.64,27.211,9.234,17.977,SN Ia,0.068,59.26369793,0.074
ZTF19aavjzrz,SN2019hkj,01:31:10.49,+43:37:21.3,691.93,r,17.8238,-16.81,>83.166,>47.98,35.186,SN IIP,0.018,-18.66380289,0.228
ZTF19aavmgtv,SN2019gcm,14:23:43.23,+28:20:51.9,639.78,r,17.1853,-18.36,17.092,8.065,9.027,SN Ia,0.0292,69.57503828,0.053
ZTF19aavnwxf,SN2019gci,12:39:35.56,+45:22:37.8,641.69,g,17.4385,-19.17,20.68,6.118,14.562,SN Ia,0.0469,71.59908492,0.057
ZTF19aavnxwj,SN2019giu,12:47:50.07,+41:51:26.1,647.74,r,18.4648,-19.30,27.91,13.138,14.772,SN Ia,0.08,75.25268662,0.052
ZTF19aavounq,SN2019gel,15:09:57.94,+14:31:05.2,644.71,g,18.2358,-19.49,26.725,7.735,18.99,SN Ia,0.0763,55.40902174,0.092
ZTF19aauxxgk,SN2019ffn,19:47:41.90,+74:59:54.0,628.95,g,17.5287,-18.11,30.238,9.299,20.939,SN II,0.026,22.61020668,0.325
ZTF19aavhxby,SN2019fzm,14:56:32.88,-02:06:23.1,642.80,g,16.1908,-19.02,23.346,9.928,13.418,SN Ia,0.02313,48.01889868,0.179
ZTF19aavhzsc,SN2019gaj,14:12:24.79,+64:23:00.6,642.76,r,17.3787,-18.84,17.894,10.571,7.323,SN Ia,0.04,50.55003179,0.035
ZTF19aavkhuy,SN2019fpf,11:22:52.24,+34:10:07.0,639.68,r,17.6035,-18.01,22.326,13.563,8.763,SN Ia,0.03,69.7441774,0.06
ZTF19aawfcgp,SN2019gcd,21:55:58.04,+27:53:56.4,646.97,r,16.925,-17.86,24.376,11.6,12.776,SN Ia,0.01951,-20.71332326,0.193
ZTF19aavnwyt,SN2019gcj,10:55:06.23,+57:38:56.0,643.67,g,17.7256,-18.80,17.979,6.913,11.066,SN Ia,0.04616,53.26393877,0.014
ZTF19aawgxdn,SN2019gmh,16:31:03.16,+41:09:14.2,653.70,r,18.3783,-17.26,44.093,19.017,25.076,SN II,0.03066,43.26391665,0.033
ZTF19aawmkja,SN2019gwf,18:55:40.31,+51:14:15.9,650.85,r,17.1898,-19.11,23.784,10.7,13.084,SN Ia,0.04,20.19783906,0.124
ZTF19aavissk,SN2019fxu,19:37:20.10,+39:39:59.5,635.95,g,17.3789,-19.33,27.261,12.281,14.98,SN Ia,0.04,8.90415884,0.428
ZTF19aavrswr,SN2019gcw,15:16:36.70,+07:04:00.7,645.73,g,17.1744,-18.85,17.366,7.068,10.298,SN Ia,0.035,50.17253821,0.1
ZTF19aavsahh,SN2019giy,16:30:18.69,+06:11:50.8,642.79,g,18.1134,-19.28,21.5,9.533,11.967,SN Ia,0.063,34.07486616,0.167
ZTF19aavsyhq,SN2019gis,16:09:42.92,-04:23:18.0,651.77,r,16.8802,-19.79,23.899,10.873,13.026,SN Ia,0.04,32.72447932,0.576
ZTF18aarlukc,SN2019ger,11:31:28.45,+62:10:11.4,643.70,g,17.9289,-19.29,20.494,8.451,12.043,SN Ia,0.0626,52.53283572,0.032
ZTF19aawfbtg,SN2019hge,22:24:21.20,+24:47:17.1,686.96,g,18.1912,-19.92,63.473,37.017,26.456,SLSN-I,0.0866,-27.1323079,0.181
ZTF19aawafvn,SN2019gwb,14:37:15.61,+30:09:57.0,653.77,g,18.0589,-19.53,25.074,14.823,10.251,SN Ia,0.074,66.63794374,0.039
ZTF19aawgfnn,SN2019gsh,14:40:24.67,+09:30:06.1,644.76,r,18.0229,-18.85,22.019,9.019,13,SN Ia,0.053,58.83483435,0.074
ZTF19aawmqtd,SN2019gwg,17:28:21.17,+23:44:39.3,653.81,g,17.8282,-19.33,28.416,11.184,17.232,SN Ia,0.057,28.19747511,0.152
ZTF19aawnqoj,SN2019gxg,15:32:51.51,+06:17:40.6,652.67,g,18.1053,-19.49,24.768,12.081,12.687,SN Ia,0.07,46.39545427,0.146
ZTF19aawqckx,SN2019gxi,18:02:17.22,+69:52:55.2,651.95,g,17.033,-18.94,20.544,9.607,10.937,SN Ia,0.034,29.55860121,0.11
ZTF19aawwlxc,SN2019gbu,15:37:48.05,+34:55:16.7,650.76,r,18.1114,-18.86,27.637,15.646,11.991,SN Ia-91T,0.0557,53.78472056,0.063
ZTF19aaxfcpq,SN2019gwc,16:03:26.88,+38:11:02.6,650.77,r,17.7883,-18.32,18.739,10.007,8.732,SN Ic-BL,0.03800,48.58673276,0.036
ZTF19aaxibby,SN2019hbs,21:22:21.64,-12:48:49.0,653.88,g,18.2979,-18.82,25.4,13.14,12.26,SN Ia,0.056,-39.21214876,0.15
ZTF19aaxibpz,SN2019gwx,23:10:01.01,+09:37:12.4,650.93,r,18.2051,-19.17,27.007,11.987,15.02,SN Ia,0.065,-45.78623798,0.143
ZTF19aawrumx,SN2019gxu,19:33:29.87,+67:30:23.8,649.89,g,18.3431,-19.08,24.041,9.998,14.043,SN Ia,0.06,21.04864209,0.285
ZTF19aaxfzao,SN2019hgw,18:04:18.47,+29:44:00.3,653.90,r,17.4946,-18.72,24.163,10.381,13.782,SN Ia,0.037,22.5792322,0.233
ZTF19aaxffum,SN2019gwa,15:58:41.19,+11:14:25.0,653.73,r,17.6337,-19.39,24.484,11.514,12.97,SN Ia-91T,0.05498,43.33795177,0.154
ZTF19aaxqsbn,SN2019gzd,13:32:06.28,+80:09:46.6,652.80,r,18.3169,-18.72,20.315,11.15,9.165,SN Ia,0.057,36.79446034,0.084
ZTF18aanygjk,SN2019haw,18:12:15.34,+56:37:11.7,653.87,g,17.7299,-19.02,25.439,11.062,14.377,SN Ia,0.049,27.65038784,0.094
ZTF19aavjukt,SN2019hgy,17:48:20.50,+48:12:07.0,663.83,r,17.7584,-18.29,73.592,17.753,55.839,SN IIn,0.036,30.07885664,0.105
ZTF19aawsday,AT2019hbr,00:08:09.78,+27:00:13.3,650.94,r,18.4027,-17.22,>31.087,>14.01,17.077,SN Ic,0.02915,-34.87752161,0.143
ZTF19aawsdlq,SN2019dtt,22:34:37.50,+00:10:32.5,650.92,r,17.4768,-16.81,>40.476,>14,26.476,SN II,0.0156,-47.27857771,0.18
ZTF19aaxyukr,SN2019hgl,15:05:30.14,+16:53:39.2,654.74,g,18.3545,-19.63,28.168,11.238,16.93,SN Ia,0.087,57.40495221,0.07
ZTF19aawqcgy,SN2019hsx,18:12:56.21,+68:21:45.2,648.76,r,17.8541,-17.00,25.096,11.929,13.167,SN Ic-BL,0.02065,28.60227158,0.129
ZTF19aayfaum,SN2019hez,17:49:43.96,+48:27:35.9,657.86,r,16.3032,-17.21,26.237,8.309,17.928,SN Ia,0.0113,29.88713228,0.094
ZTF19aayabqe,SN2019hep,16:14:05.43,+60:46:59.3,650.78,r,18.4793,-17.32,12.94,7.623,5.317,SN Ia,0.033,42.32565785,0.029
ZTF19aayjsty,SN2019hei,14:10:44.60,-08:12:14.4,652.69,g,18.2612,-19.28,18.813,8.992,9.821,SN Ia,0.07,49.78238696,0.099
ZTF19aaycomi,SN2019hbb,23:25:13.04,+09:27:11.3,655.98,g,16.8749,-18.82,23.365,9.411,13.954,SN Ia,0.03,-47.8690336,0.113
ZTF19aayogzn,SN2019hkl,13:44:08.99,+42:40:08.7,660.72,r,18.4088,-19.02,28.862,12.843,16.019,SN Ia,0.06965,71.12175255,0.025
ZTF19aayslow,SN2019hnu,13:32:54.49,+32:06:08.9,657.70,g,17.8584,-19.26,24.846,7.471,17.375,SN Ia,0.06,79.71290216,0.031
ZTF19aaywlmi,SN2019hqg,15:40:24.16,+41:47:01.3,657.73,g,18.4512,-19.06,25.085,7.017,18.068,SN Ia,0.07,52.66793983,0.073
ZTF19aayrosj,SN2019hrb,20:54:12.08,+10:33:01.1,657.92,r,18.1822,-16.10,42.781,13.241,29.54,SN II,0.01506,-21.28965432,0.264
ZTF19aazudta,SN2019hqm,17:36:56.18,+21:06:17.1,723.83,r,18.4248,-16.84,>97.185,73.305,>23.88,SN II,0.02389,25.42734868,0.233
ZTF19aazwnwy,SN2019hte,14:34:13.60,+21:36:05.9,657.69,g,17.7569,-20.26,29.633,6.738,22.895,SN IIb,0.08528,65.99536069,0.132
ZTF19aazxcvl,SN2019hud,14:16:05.41,+45:39:36.4,663.72,g,18.3947,-18.72,25.345,8.822,16.523,SN Ia,0.06,64.98494316,0.024
ZTF19aazlsfj,SN2019hql,21:38:27.95,+00:32:47.9,658.96,g,18.3808,-19.25,20.155,8.479,11.676,SN Ia,0.07,-36.03851949,0.176
ZTF19abadskf,SN2019huh,23:14:27.19,+08:15:47.8,665.98,g,17.2247,-19.35,22.009,9.648,12.361,SN Ia,0.04106,-47.52065557,0.271
ZTF19abacxod,SN2019hvg,14:06:01.58,+12:46:50.3,672.70,r,17.6617,-16.80,17.625,11.565,6.06,SN II,0.01765,67.40570297,0.073
ZTF19aazyvub,SN2019hnl,23:43:10.25,-02:56:58.6,660.96,g,17.9823,-17.10,45.275,10.333,34.942,SN II,0.02287,-60.82468054,0.094
ZTF19abaejto,SN2019hyj,23:35:00.50,+23:08:21.4,660.94,g,18.1189,-19.21,24.044,7.021,17.023,SN Ia,0.06,-36.44953724,0.204
ZTF19aazpkyv,SN2019iag,21:19:29.25,+30:00:23.8,660.97,r,18.4209,-19.53,24.645,12.219,12.426,SN Ia-91T,0.076,-13.64546302,0.413
ZTF19abajxet,SN2019hyk,14:17:57.85,+26:25:17.6,663.71,g,16.4113,-17.67,35.362,6.382,28.98,SN II,0.01474,70.69854248,0.056
ZTF19ababigc,SN2019iaw,21:53:38.13,-07:19:27.7,661.92,r,18.4574,-18.54,29.312,8.522,20.79,SN Ia,0.055,-43.49324401,0.121
ZTF19abahvdh,SN2019hxb,15:31:27.45,+07:05:42.8,665.69,g,18.139,-19.42,23.916,8.273,15.643,SN Ia,0.07,47.1236879,0.108
ZTF19abajuqh,SN2019ibd,21:41:46.20,+07:12:09.5,669.92,r,17.9207,-19.55,26.054,13.399,12.655,SN Ia,0.068,-32.70357287,0.139
ZTF19abakjao,SN2019iei,13:56:07.20,+37:33:51.6,670.69,g,18.006,-19.11,21.233,8.659,12.574,SN Ia,0.06,72.85231365,0.031
ZTF19abaosan,SN2019igg,15:19:14.57,+07:51:59.0,674.70,g,17.3873,-19.28,28.446,10.473,17.973,SN Ia,0.047,50.08049922,0.103
ZTF19abasxkg,SN2019ibb,01:33:41.17,+38:01:17.0,669.97,g,16.8505,-19.38,21.972,9.781,12.191,SN Ia,0.038,-24.10238562,0.123
ZTF19aayvylv,SN2019hrx,01:30:19.66,+31:48:18.5,667.98,r,18.2924,-19.26,30.155,18.592,11.563,SN Ia,0.071,-30.34256296,0.117
ZTF19abaeyln,SN2019hvj,15:25:06.93,+11:35:06.8,669.68,r,18.4643,-19.48,35.52,15.603,19.917,SN Ia,0.0852,50.77407386,0.1
ZTF19abakdjd,SN2019iee,17:05:10.19,+41:46:46.3,666.75,g,18.0683,-19.10,23.869,6.696,17.173,SN Ia,0.06,36.91532938,0.072
ZTF19abakjci,SN2019ief,12:40:29.67,+42:02:30.6,668.69,g,18.3563,-19.13,25.356,11.826,13.53,SN Ia,0.07,74.9197347,0.056
ZTF19abamqxo,SN2019iep,00:06:18.64,+25:27:45.6,663.96,g,17.9382,-19.16,16.404,4.349,12.055,SN Ibn,0.057,-36.29712579,0.109
ZTF19abauylg,SN2019ieh,16:42:10.83,+06:59:02.4,672.71,r,16.6989,-19.93,21.655,9.682,11.973,SN Ic,0.044,31.84819033,0.277
ZTF19abatvzs,SN2019ihm,22:07:10.36,+25:14:32.4,661.98,g,18.4763,-16.97,31.793,3.05,28.743,SN II,0.025,-24.36070741,0.234
ZTF19abbvzgr,SN2019iml,17:31:17.36,+36:27:02.3,675.84,g,17.7653,-19.02,26.597,9.089,17.508,SN Ia,0.0498,31.07753509,0.095
ZTF19abbxykm,SN2019jzy,22:50:04.96,+21:02:03.5,690.96,g,17.8816,-18.91,57.786,19.092,38.694,SN II,0.047,-33.5909081,0.201
ZTF19abbwfgp,SN2019ikb,17:13:17.71,+43:47:03.5,672.82,g,17.163,-18.14,37.19,9.265,27.925,SN II,0.02592,35.61486739,0.047
ZTF19abbnamr,SN2019iex,23:51:03.63,+20:08:43.7,668.87,r,16.7948,-17.26,46.515,8.448,38.067,SN II,0.0139,-40.51657902,0.203
ZTF19abcegvm,SN2019jyn,22:30:20.32,-14:52:04.2,720.88,r,18.1619,-19.46,91.336,52.702,38.634,SN Ic,0.073,-55.01009756,0.127
ZTF19abdoior,SN2019krw,17:50:10.31,+40:13:32.9,681.76,r,18.4578,-18.19,24.198,10.983,13.215,SN Ic,0.047,28.29230551,0.12
ZTF19abdqaao,SN2019kit,23:10:19.84,+22:47:49.4,677.98,r,18.353,-19.03,21.282,8.34,12.942,SN Ia,0.055,-34.41817818,0.589
ZTF19abdzehg,SN2019kze,22:07:37.66,+22:03:40.1,685.96,g,16.2666,-19.11,26.7,8.365,18.335,SN Ia,0.024,-26.8518273,0.247
ZTF19abdkgns,SN2019kpo,01:32:25.30,+34:30:05.7,682.99,g,18.3728,-19.63,25.194,13.247,11.947,SN Ia,0.0862,-27.61111212,0.099
ZTF19abdkgwo,SN2019khb,02:00:30.89,+37:03:03.1,697.93,r,17.9733,-20.32,73.951,27.975,45.976,SN II,0.098,-23.79948276,0.156
ZTF19abdoznh,SN2019krx,17:48:04.42,+15:53:49.1,684.71,g,17.162,-19.18,25.996,10.04,15.956,SN Ia,0.037,21.01103585,0.267
ZTF19abdyawn,SN2019kyy,22:09:22.01,+44:58:29.9,690.87,r,17.7624,-19.22,30.906,14.858,16.048,SN Ia,0.041,-8.99377055,0.881
ZTF19abetjcx,SN2019kvq,16:23:10.80,+00:48:38.6,678.69,r,18.3628,-18.83,20.779,6.787,13.992,SN Ia,0.058,32.87490752,0.226
ZTF19abecaca,SN2019kud,14:44:29.72,+33:59:10.0,698.68,r,16.4411,-19.32,>84.957,22.027,>62.93,SN IIn,0.03241,64.80459931,0.04
ZTF19abfibel,SN2019kyx,01:19:57.77,+02:14:40.0,685.94,r,17.6935,-18.84,23.52,9.811,13.709,SN Ia,0.04529,-59.83336186,0.079
ZTF19abcttsc,SN2019klr,01:06:42.19,+49:14:03.9,680.93,r,17.0878,-18.39,19.129,9.132,9.997,SN Ia,0.025,-13.56121828,0.378
ZTF19abdrwsz,SN2019krv,22:14:43.88,+13:51:53.1,683.96,g,16.4027,-19.08,15.544,5.084,10.46,SN Ia,0.02617,-34.0938431,0.177
ZTF19abeloei,SN2019kyz,16:42:24.76,+78:54:53.9,683.77,g,17.8173,-19.40,25.149,8.125,17.024,SN Ia,0.06,32.60230269,0.114
ZTF19abdviwl,SN2019krt,16:52:54.76,+20:43:03.5,692.72,g,18.2743,-17.48,63.786,18.57,45.216,SN IIn,0.03,34.95146757,0.159
